event_id,date,date_precision,event_title,event_type,narrative_lines,narrative_line_names,importance,importance_score_1_to_5,related_entities,related_locations,source_count,sources,article_ids,likely_primary_source,evidence_summary,key_quote_or_summary,source_file,review_status
EVT-0142,2013-02-08,day,Abila Hospitals Seeing Influx of Designer Drug Users,cross_source_story,1,商业利益线,medium,3,Government|Abila|APA|Elodis,Abila|Elodis,2,News Online Today; The Continent,124;530,News Online Today,"The Emergency Department at Abila General Hospital in Kronos has been swamped in the last month by people suffering medical complications from designer drugs such as ""cotton candy"" and synthetic marij","The Emergency Department at Abila General Hospital in Kronos has been swamped in the last month by people suffering medical complications from designer drugs such as ""cotton candy"" and synthetic marij",narrative_line_1_商业利益线.csv,auto_clustered
EVT-0142,2013-02-08,day,Abila Hospitals Seeing Influx of Designer Drug Users,cross_source_story,3,组织对抗线,medium,3,Government|Abila|APA|Elodis,Abila|Elodis,2,News Online Today; The Continent,124;530,News Online Today,"The Emergency Department at Abila General Hospital in Kronos has been swamped in the last month by people suffering medical complications from designer drugs such as ""cotton candy"" and synthetic marij","The Emergency Department at Abila General Hospital in Kronos has been swamped in the last month by people suffering medical complications from designer drugs such as ""cotton candy"" and synthetic marij",narrative_line_3_组织对抗线.csv,auto_clustered
EVT-0143,2013-02-09,day,Hospitals of Abila that see the affluence of the designer drug users,cross_source_story,1,商业利益线,medium,3,Government|Elodis|Abila,Elodis|Abila,2,Everyday News; World Journal,81;93,Everyday News,"The department of the emergency in the general hospital of Abila in Kronos has been sunk in the month last through the people who underwent medical complications of designer drugs such as ""caramel of ","The department of the emergency in the general hospital of Abila in Kronos has been sunk in the month last through the people who underwent medical complications of designer drugs such as ""caramel of ",narrative_line_1_商业利益线.csv,auto_clustered
EVT-0143,2013-02-09,day,Hospitals of Abila that see the affluence of the designer drug users,cross_source_story,2,环境冲突线,medium,3,Government|Elodis|Abila,Elodis|Abila,2,Everyday News; World Journal,81;93,Everyday News,"The department of the emergency in the general hospital of Abila in Kronos has been sunk in the month last through the people who underwent medical complications of designer drugs such as ""caramel of ","The department of the emergency in the general hospital of Abila in Kronos has been sunk in the month last through the people who underwent medical complications of designer drugs such as ""caramel of ",narrative_line_2_环境冲突线.csv,auto_clustered
EVT-0143,2013-02-09,day,Hospitals of Abila that see the affluence of the designer drug users,cross_source_story,3,组织对抗线,medium,3,Government|Elodis|Abila,Elodis|Abila,2,Everyday News; World Journal,81;93,Everyday News,"The department of the emergency in the general hospital of Abila in Kronos has been sunk in the month last through the people who underwent medical complications of designer drugs such as ""caramel of ","The department of the emergency in the general hospital of Abila in Kronos has been sunk in the month last through the people who underwent medical complications of designer drugs such as ""caramel of ",narrative_line_3_组织对抗线.csv,auto_clustered
EVT-0144,2013-02-22,day,GAStech Profile,cross_source_story,1,商业利益线,medium,3,GAStech|Sten Sanjorge|Tethys|Government,Tethys,3,International Times; News Online Today; World Source,150;303;393,News Online Today,"It is the biggest company in Kronos, the third largest gas company on the planet, and it is fifty-three years old. This is the heart of Kronos's pipeline business, where gas from the eastern gas field","It is the biggest company in Kronos, the third largest gas company on the planet, and it is fifty-three years old. This is the heart of Kronos's pipeline business, where gas from the eastern gas field",narrative_line_1_商业利益线.csv,auto_clustered
EVT-0145,2013-02-24,day,GAStech,cross_source_story,1,商业利益线,medium,3,GAStech|Government|Sten Sanjorge|Tethys,Tethys,3,Everyday News; The Continent; World Journal,147;580;648,Everyday News,"It is the biggest company of Kronos, the third bigger company of the gas in the planet, and is years of fifty-three. In the past it has had a corrupt reputation like and environmentally harmful, but n","It is the biggest company of Kronos, the third bigger company of the gas in the planet, and is years of fifty-three. In the past it has had a corrupt reputation like and environmentally harmful, but n",narrative_line_1_商业利益线.csv,auto_clustered
EVT-0145,2013-02-24,day,GAStech,cross_source_story,2,环境冲突线,medium,3,GAStech|Government|Sten Sanjorge|Tethys,Tethys,3,Everyday News; The Continent; World Journal,147;580;648,Everyday News,"It is the biggest company of Kronos, the third bigger company of the gas in the planet, and is years of fifty-three. In the past it has had a corrupt reputation like and environmentally harmful, but n","It is the biggest company of Kronos, the third bigger company of the gas in the planet, and is years of fifty-three. In the past it has had a corrupt reputation like and environmentally harmful, but n",narrative_line_2_环境冲突线.csv,auto_clustered
EVT-0146,2013-06-20,day,"Annual POK Rally Ends in Riot, Again",cross_source_story,3,组织对抗线,medium,3,POK|Government|Abila|Elian Karel|GAStech|President Kapelou|Tethys,Abila|Tethys,3,International News; Kronos Star; News Online Today,130;252;374,Kronos Star,"POK members held their annual demonstration in Abila yesterday. A larger than usual crowd gathered in front of the Capitol building, waving signs holding pictures of Elian Karel and Juliana Vann, who ","POK members held their annual demonstration in Abila yesterday. A larger than usual crowd gathered in front of the Capitol building, waving signs holding pictures of Elian Karel and Juliana Vann, who ",narrative_line_3_组织对抗线.csv,auto_clustered
EVT-0147,2013-06-21,day,WHO BRINGS A GUN TO A SIT IN?,cross_source_story,2,环境冲突线,medium,3,POK|Government|Elodis|Abila|President Kapelou,Elodis|Abila,2,All News Today; The Wrap,341;769,All News Today,"ABILA, Kronos - Yesterday, as they have each June 19th for the past three years supporters, of Protectors of Kronos rallied demanding much the same as they have in the past fourteen years: an end to t","ABILA, Kronos - Yesterday, as they have each June 19th for the past three years supporters, of Protectors of Kronos rallied demanding much the same as they have in the past fourteen years: an end to t",narrative_line_2_环境冲突线.csv,auto_clustered
EVT-0147,2013-06-21,day,WHO BRINGS A GUN TO A SIT IN?,cross_source_story,3,组织对抗线,medium,3,POK|Government|Elodis|Abila|President Kapelou,Elodis|Abila,2,All News Today; The Wrap,341;769,All News Today,"ABILA, Kronos - Yesterday, as they have each June 19th for the past three years supporters, of Protectors of Kronos rallied demanding much the same as they have in the past fourteen years: an end to t","ABILA, Kronos - Yesterday, as they have each June 19th for the past three years supporters, of Protectors of Kronos rallied demanding much the same as they have in the past fourteen years: an end to t",narrative_line_3_组织对抗线.csv,auto_clustered
EVT-0148,2013-06-22,day,"Annual ends of the meeting of POK in uproar, again",cross_source_story,3,组织对抗线,medium,3,GAStech|POK|Government|Elian Karel|President Kapelou|Abila|Tethys,Abila|Tethys,2,The Guide; Worldwise,189;538,The Guide,"Rhe members of POK celebrated their annual demonstration in Abila yesterday. Greater of the crowd it generally collected in front of the building of the Capitol, shaking the samples that carried out t","Rhe members of POK celebrated their annual demonstration in Abila yesterday. Greater of the crowd it generally collected in front of the building of the Capitol, shaking the samples that carried out t",narrative_line_3_组织对抗线.csv,auto_clustered
EVT-0149,2013-06-22,day,THE WHO BRINGS A WEAPON TO SEATING INSIDE?,cross_source_story,1,商业利益线,medium,3,POK|Government|President Kapelou|Elodis|Abila,Elodis|Abila,2,Daily Pegasus; The Orb,575;700,Daily Pegasus,"Yesterday, because they have each 19 of June by last the three years of those in favor of the reunited protectors of Kronos demanding much just as they are in the last fourteen years old: a end to the","Yesterday, because they have each 19 of June by last the three years of those in favor of the reunited protectors of Kronos demanding much just as they are in the last fourteen years old: a end to the",narrative_line_1_商业利益线.csv,auto_clustered
EVT-0149,2013-06-22,day,THE WHO BRINGS A WEAPON TO SEATING INSIDE?,cross_source_story,2,环境冲突线,medium,3,POK|Government|President Kapelou|Elodis|Abila,Elodis|Abila,2,Daily Pegasus; The Orb,575;700,Daily Pegasus,"Yesterday, because they have each 19 of June by last the three years of those in favor of the reunited protectors of Kronos demanding much just as they are in the last fourteen years old: a end to the","Yesterday, because they have each 19 of June by last the three years of those in favor of the reunited protectors of Kronos demanding much just as they are in the last fourteen years old: a end to the",narrative_line_2_环境冲突线.csv,auto_clustered
EVT-0149,2013-06-22,day,THE WHO BRINGS A WEAPON TO SEATING INSIDE?,cross_source_story,3,组织对抗线,medium,3,POK|Government|President Kapelou|Elodis|Abila,Elodis|Abila,2,Daily Pegasus; The Orb,575;700,Daily Pegasus,"Yesterday, because they have each 19 of June by last the three years of those in favor of the reunited protectors of Kronos demanding much just as they are in the last fourteen years old: a end to the","Yesterday, because they have each 19 of June by last the three years of those in favor of the reunited protectors of Kronos demanding much just as they are in the last fourteen years old: a end to the",narrative_line_3_组织对抗线.csv,auto_clustered
EVT-0152,2013-10-21,day,2014/03/26,cross_source_story,1,商业利益线,medium,3,APA|Tethys,Tethys,2,Everyday News; World Journal,234;687,Everyday News,Interpol has announced the formation of a detachment of forces of the new multi-country to fight the more and more ample distribution of cathinone of methyldimethyl of the drug (MDMC). To direct the d,Interpol has announced the formation of a detachment of forces of the new multi-country to fight the more and more ample distribution of cathinone of methyldimethyl of the drug (MDMC). To direct the d,narrative_line_1_商业利益线.csv,auto_clustered
EVT-0152,2013-10-21,day,2014/03/26,cross_source_story,2,环境冲突线,medium,3,APA|Tethys,Tethys,2,Everyday News; World Journal,234;687,Everyday News,Interpol has announced the formation of a detachment of forces of the new multi-country to fight the more and more ample distribution of cathinone of methyldimethyl of the drug (MDMC). To direct the d,Interpol has announced the formation of a detachment of forces of the new multi-country to fight the more and more ample distribution of cathinone of methyldimethyl of the drug (MDMC). To direct the d,narrative_line_2_环境冲突线.csv,auto_clustered
EVT-0152,2013-10-21,day,2014/03/26,cross_source_story,3,组织对抗线,medium,3,APA|Tethys,Tethys,2,Everyday News; World Journal,234;687,Everyday News,Interpol has announced the formation of a detachment of forces of the new multi-country to fight the more and more ample distribution of cathinone of methyldimethyl of the drug (MDMC). To direct the d,Interpol has announced the formation of a detachment of forces of the new multi-country to fight the more and more ample distribution of cathinone of methyldimethyl of the drug (MDMC). To direct the d,narrative_line_3_组织对抗线.csv,auto_clustered
